id;tog;tid;BTR;km;spor;watt [kW]
46946;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:34;85;16,884;Nordgaaende;-306
46947;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:34;85;16,884;Nordgaaende;-306
46948;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:34;85;16,884;Nordgaaende;-306
46949;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:34;85;16,884;Nordgaaende;-306
46950;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:34;85;16,884;Nordgaaende;-306
46951;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:33;85;16,888;Nordgaaende;-339
46952;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:33;85;16,888;Nordgaaende;-339
46953;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:33;85;16,888;Nordgaaende;-339
46954;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:33;85;16,888;Nordgaaende;-339
46955;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:33;85;16,888;Nordgaaende;-339
46956;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:33;85;16,888;Nordgaaende;-339
46957;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:32;85;16,893;Nordgaaende;-404
46958;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:32;85;16,893;Nordgaaende;-404
46959;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:32;85;16,893;Nordgaaende;-404
46960;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:32;85;16,893;Nordgaaende;-404
46961;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:32;85;16,893;Nordgaaende;-404
46962;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:32;85;16,893;Nordgaaende;-404
46963;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:31;85;16,899;Nordgaaende;-610
46964;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:31;85;16,899;Nordgaaende;-610
46965;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:31;85;16,899;Nordgaaende;-610
46966;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:31;85;16,899;Nordgaaende;-610
46967;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:31;85;16,899;Nordgaaende;-610
46968;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:31;85;16,899;Nordgaaende;-610
46969;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:30;85;16,905;Nordgaaende;-705
46970;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:30;85;16,905;Nordgaaende;-705
46971;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:30;85;16,905;Nordgaaende;-705
46972;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:30;85;16,905;Nordgaaende;-705
46973;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:30;85;16,905;Nordgaaende;-705
46974;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:30;85;16,905;Nordgaaende;-705
46975;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:29;85;16,912;Nordgaaende;-826
46976;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:29;85;16,912;Nordgaaende;-826
46977;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:29;85;16,912;Nordgaaende;-826
46978;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:29;85;16,912;Nordgaaende;-826
46979;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:29;85;16,912;Nordgaaende;-826
46980;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:29;85;16,912;Nordgaaende;-826
46981;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:28;85;16,92;Nordgaaende;-1044
46982;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:28;85;16,92;Nordgaaende;-1044
46983;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:28;85;16,92;Nordgaaende;-1044
46984;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:28;85;16,92;Nordgaaende;-1044
46985;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:28;85;16,92;Nordgaaende;-1044
46986;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:28;85;16,92;Nordgaaende;-1044
46987;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:27;85;16,929;Nordgaaende;-1345
46988;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:27;85;16,929;Nordgaaende;-1345
46989;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:27;85;16,929;Nordgaaende;-1345
46990;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:27;85;16,929;Nordgaaende;-1345
46991;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:27;85;16,929;Nordgaaende;-1345
46992;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:27;85;16,929;Nordgaaende;-1345
46993;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:26;85;16,94;Nordgaaende;-1228
46994;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:26;85;16,94;Nordgaaende;-1228
46995;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:26;85;16,94;Nordgaaende;-1228
46996;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:26;85;16,94;Nordgaaende;-1228
46997;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:26;85;16,94;Nordgaaende;-1228
46998;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:26;85;16,94;Nordgaaende;-1228
46999;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:25;85;16,952;Nordgaaende;-1112
47000;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:25;85;16,952;Nordgaaende;-1112
47001;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:25;85;16,952;Nordgaaende;-1112
47002;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:25;85;16,952;Nordgaaende;-1112
47003;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:25;85;16,952;Nordgaaende;-1112
47004;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:25;85;16,952;Nordgaaende;-1112
47005;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:24;85;16,965;Nordgaaende;-1127
47006;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:24;85;16,965;Nordgaaende;-1127
47007;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:24;85;16,965;Nordgaaende;-1127
47008;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:24;85;16,965;Nordgaaende;-1127
47009;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:24;85;16,965;Nordgaaende;-1127
47010;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:24;85;16,965;Nordgaaende;-1127
47011;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:23;85;16,979;Nordgaaende;-966
47012;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:23;85;16,979;Nordgaaende;-966
47013;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:23;85;16,979;Nordgaaende;-966
47014;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:23;85;16,979;Nordgaaende;-966
47015;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:23;85;16,979;Nordgaaende;-966
47016;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:23;85;16,979;Nordgaaende;-966
47017;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:22;85;16,993;Nordgaaende;-1002
47018;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:22;85;16,993;Nordgaaende;-1002
47019;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:22;85;16,993;Nordgaaende;-1002
47020;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:22;85;16,993;Nordgaaende;-1002
47021;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:22;85;16,993;Nordgaaende;-1002
47022;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:22;85;16,993;Nordgaaende;-1002
47023;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:21;85;17,008;Nordgaaende;-1064
47024;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:21;85;17,008;Nordgaaende;-1064
47025;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:21;85;17,008;Nordgaaende;-1064
47026;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:21;85;17,008;Nordgaaende;-1064
47027;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:21;85;17,008;Nordgaaende;-1064
47028;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:21;85;17,008;Nordgaaende;-1064
47029;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:20;85;17,024;Nordgaaende;-1137
47030;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:20;85;17,024;Nordgaaende;-1137
47031;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:20;85;17,024;Nordgaaende;-1137
47032;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:20;85;17,024;Nordgaaende;-1137
47033;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:20;85;17,024;Nordgaaende;-1137
47034;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:20;85;17,024;Nordgaaende;-1137
47035;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:19;85;17,04;Nordgaaende;-1158
47036;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:19;85;17,04;Nordgaaende;-1158
47037;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:19;85;17,04;Nordgaaende;-1158
47038;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:19;85;17,04;Nordgaaende;-1158
47039;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:19;85;17,04;Nordgaaende;-1158
47040;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:19;85;17,04;Nordgaaende;-1158
47041;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:18;85;17,057;Nordgaaende;-684
47042;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:18;85;17,057;Nordgaaende;-684
47043;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:18;85;17,057;Nordgaaende;-684
47044;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:18;85;17,057;Nordgaaende;-684
47045;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:18;85;17,057;Nordgaaende;-684
47046;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:18;85;17,057;Nordgaaende;-684
47047;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:17;85;17,075;Nordgaaende;64
47048;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:17;85;17,075;Nordgaaende;64
47049;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:17;85;17,075;Nordgaaende;64
47050;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:17;85;17,075;Nordgaaende;64
47051;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:17;85;17,075;Nordgaaende;64
47052;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:17;85;17,075;Nordgaaende;64
47053;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:16;85;17,093;Nordgaaende;182
47054;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:16;85;17,093;Nordgaaende;182
47055;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:16;85;17,093;Nordgaaende;182
47056;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:16;85;17,093;Nordgaaende;182
47057;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:16;85;17,093;Nordgaaende;182
47058;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:16;85;17,093;Nordgaaende;182
47059;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:15;85;17,112;Nordgaaende;179
47060;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:15;85;17,112;Nordgaaende;179
47061;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:15;85;17,112;Nordgaaende;179
47062;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:15;85;17,112;Nordgaaende;179
47063;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:15;85;17,112;Nordgaaende;179
47064;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:15;85;17,112;Nordgaaende;179
47065;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:14;85;17,131;Nordgaaende;88
47066;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:14;85;17,131;Nordgaaende;88
47067;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:14;85;17,131;Nordgaaende;88
47068;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:14;85;17,131;Nordgaaende;88
47069;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:14;85;17,131;Nordgaaende;88
47070;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:14;85;17,131;Nordgaaende;88
47071;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:13;85;17,15;Nordgaaende;30
47072;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:13;85;17,15;Nordgaaende;30
47073;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:13;85;17,15;Nordgaaende;30
47074;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:13;85;17,15;Nordgaaende;30
47075;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:13;85;17,15;Nordgaaende;30
47076;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:13;85;17,15;Nordgaaende;30
47077;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:12;85;17,169;Nordgaaende;30
47078;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:12;85;17,169;Nordgaaende;30
47079;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:12;85;17,169;Nordgaaende;30
47080;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:12;85;17,169;Nordgaaende;30
47081;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:12;85;17,169;Nordgaaende;30
47082;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:12;85;17,169;Nordgaaende;30
47083;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:11;85;17,188;Nordgaaende;32
47084;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:11;85;17,188;Nordgaaende;32
47085;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:11;85;17,188;Nordgaaende;32
47086;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:11;85;17,188;Nordgaaende;32
47087;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:11;85;17,188;Nordgaaende;32
47088;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:11;85;17,188;Nordgaaende;32
47089;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:10;85;17,207;Nordgaaende;32
47090;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:10;85;17,207;Nordgaaende;32
47091;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:10;85;17,207;Nordgaaende;32
47092;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:10;85;17,207;Nordgaaende;32
47093;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:10;85;17,207;Nordgaaende;32
47094;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:10;85;17,207;Nordgaaende;32
47095;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:09;85;17,226;Nordgaaende;30
47096;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:09;85;17,226;Nordgaaende;30
47097;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:09;85;17,226;Nordgaaende;30
47098;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:09;85;17,226;Nordgaaende;30
47099;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:09;85;17,226;Nordgaaende;30
47100;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:09;85;17,226;Nordgaaende;30
47101;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:08;85;17,245;Nordgaaende;33
47102;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:08;85;17,245;Nordgaaende;33
47103;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:08;85;17,245;Nordgaaende;33
47104;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:08;85;17,245;Nordgaaende;33
47105;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:08;85;17,245;Nordgaaende;33
47106;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:08;85;17,245;Nordgaaende;33
47107;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:07;85;17,264;Nordgaaende;68
47108;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:07;85;17,264;Nordgaaende;68
47109;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:07;85;17,264;Nordgaaende;68
47110;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:07;85;17,264;Nordgaaende;68
47111;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:07;85;17,264;Nordgaaende;68
47112;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:07;85;17,264;Nordgaaende;68
47113;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:06;85;17,283;Nordgaaende;68
47114;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:06;85;17,283;Nordgaaende;68
47115;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:06;85;17,283;Nordgaaende;68
47116;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:06;85;17,283;Nordgaaende;68
47117;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:06;85;17,283;Nordgaaende;68
47118;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:06;85;17,283;Nordgaaende;68
47119;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:05;85;17,302;Nordgaaende;75
47120;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:05;85;17,302;Nordgaaende;75
47121;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:05;85;17,302;Nordgaaende;75
47122;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:05;85;17,302;Nordgaaende;75
47123;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:05;85;17,302;Nordgaaende;75
47124;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:05;85;17,302;Nordgaaende;75
47125;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:04;85;17,321;Nordgaaende;260
47126;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:04;85;17,321;Nordgaaende;260
47127;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:04;85;17,321;Nordgaaende;260
47128;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:04;85;17,321;Nordgaaende;260
47129;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:04;85;17,321;Nordgaaende;260
47130;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:04;85;17,321;Nordgaaende;260
47131;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:03;85;17,34;Nordgaaende;439
47132;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:03;85;17,34;Nordgaaende;439
47133;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:03;85;17,34;Nordgaaende;439
47134;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:03;85;17,34;Nordgaaende;439
47135;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:03;85;17,34;Nordgaaende;439
47136;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:03;85;17,34;Nordgaaende;439
47137;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:02;85;17,359;Nordgaaende;441
47138;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:02;85;17,359;Nordgaaende;441
47139;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:02;85;17,359;Nordgaaende;441
47140;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:02;85;17,359;Nordgaaende;441
47141;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:02;85;17,359;Nordgaaende;441
47142;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:02;85;17,359;Nordgaaende;441
47143;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:01;85;17,378;Nordgaaende;440
47144;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:01;85;17,378;Nordgaaende;440
47145;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:01;85;17,378;Nordgaaende;440
47146;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:01;85;17,378;Nordgaaende;440
47147;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:01;85;17,378;Nordgaaende;440
47148;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:01;85;17,378;Nordgaaende;440
47149;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:19:00;85;17,397;Nordgaaende;440
47150;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:29:00;85;17,397;Nordgaaende;440
47151;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:39:00;85;17,397;Nordgaaende;440
47152;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:49:00;85;17,397;Nordgaaende;440
47153;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:59:00;85;17,397;Nordgaaende;440
47154;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:09:00;85;17,397;Nordgaaende;440
47155;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:18:59;85;17,416;Nordgaaende;442
47156;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:28:59;85;17,416;Nordgaaende;442
47157;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:38:59;85;17,416;Nordgaaende;442
47158;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:48:59;85;17,416;Nordgaaende;442
47159;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:58:59;85;17,416;Nordgaaende;442
47160;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:08:59;85;17,416;Nordgaaende;442
47161;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:18:58;85;17,435;Nordgaaende;441
47162;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:28:58;85;17,435;Nordgaaende;441
47163;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:38:58;85;17,435;Nordgaaende;441
47164;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:48:58;85;17,435;Nordgaaende;441
47165;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:58:58;85;17,435;Nordgaaende;441
47166;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:08:58;85;17,435;Nordgaaende;441
47167;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:18:57;85;17,453;Nordgaaende;441
47168;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:28:57;85;17,453;Nordgaaende;441
47169;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:38:57;85;17,453;Nordgaaende;441
47170;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:48:57;85;17,453;Nordgaaende;441
47171;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:58:57;85;17,453;Nordgaaende;441
47172;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:08:57;85;17,453;Nordgaaende;441
47173;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:18:56;85;17,471;Nordgaaende;441
47174;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:28:56;85;17,471;Nordgaaende;441
47175;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:38:56;85;17,471;Nordgaaende;441
47176;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:48:56;85;17,471;Nordgaaende;441
47177;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:58:56;85;17,471;Nordgaaende;441
47178;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:08:56;85;17,471;Nordgaaende;441
47179;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:18:55;85;17,489;Nordgaaende;440
47180;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:28:55;85;17,489;Nordgaaende;440
47181;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:38:55;85;17,489;Nordgaaende;440
47182;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:48:55;85;17,489;Nordgaaende;440
47183;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:58:55;85;17,489;Nordgaaende;440
47184;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:08:55;85;17,489;Nordgaaende;440
47185;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:18:54;85;17,507;Nordgaaende;440
47186;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:28:54;85;17,507;Nordgaaende;440
47187;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:38:54;85;17,507;Nordgaaende;440
47188;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:48:54;85;17,507;Nordgaaende;440
47189;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:58:54;85;17,507;Nordgaaende;440
47190;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:08:54;85;17,507;Nordgaaende;440
47191;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:18:53;85;17,525;Nordgaaende;442
47192;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:28:53;85;17,525;Nordgaaende;442
47193;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:38:53;85;17,525;Nordgaaende;442
47194;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:48:53;85;17,525;Nordgaaende;442
47195;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:58:53;85;17,525;Nordgaaende;442
47196;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:08:53;85;17,525;Nordgaaende;442
47197;1Tognummer 612135, Hundige-Hilleroed, SA-8204;11:18:52;85;17,543;Nordgaaende;442
47198;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;11:28:52;85;17,543;Nordgaaende;442
47199;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;11:38:52;85;17,543;Nordgaaende;442
47200;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;11:48:52;85;17,543;Nordgaaende;442
47201;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;11:58:52;85;17,543;Nordgaaende;442
